Date,AAPL,AMZN,GOOG
2019-01-02,37.94324493408203,76.95649719238281,52.29249954223633
2019-01-03,34.16382598876953,75.01399993896484,50.803001403808594
2019-01-04,35.62225341796875,78.76950073242188,53.535499572753906
2019-01-07,35.54296875,81.47550201416016,53.419498443603516
2019-01-08,36.22053909301758,82.8290023803711,53.81399917602539
2019-01-09,36.83562469482422,82.97100067138672,53.733001708984375
2019-01-10,36.95333480834961,82.81099700927734,53.51649856567383
2019-01-11,36.59053421020508,82.02799987792969,52.859500885009766
2019-01-14,36.04031753540039,80.8604965209961,52.234500885009766
2019-01-15,36.777950286865234,83.72799682617188,53.85749816894531
2019-01-16,37.22724914550781,84.18900299072266,54.048500061035156
2019-01-17,37.448299407958984,84.66100311279297,54.494998931884766
2019-01-18,37.6789665222168,84.80999755859375,54.91299819946289
2019-01-22,36.83320999145508,81.6084976196289,53.5260009765625
2019-01-23,36.9821891784668,82.0009994506836,53.778499603271484
2019-01-24,36.68904495239258,82.74649810791016,53.69499969482422
2019-01-25,37.90481948852539,83.52850341796875,54.54949951171875
2019-01-28,37.55402374267578,81.89450073242188,53.50400161743164
2019-01-29,37.16478729248047,79.69400024414062,53.03099822998047
2019-01-30,39.70442199707031,83.52149963378906,54.452999114990234
2019-01-31,39.99034118652344,85.9365005493164,55.81850051879883
2019-02-01,40.00956726074219,81.3115005493164,55.537498474121094
2019-02-04,41.14603805541992,81.66549682617188,56.63999938964844
2019-02-05,41.850032806396484,82.94049835205078,57.29949951171875
2019-02-06,41.86444091796875,82.01300048828125,55.76150131225586
2019-02-07,41.07155990600586,80.71849822998047,54.93550109863281
2019-02-08,41.119815826416016,79.41100311279297,54.75299835205078
2019-02-11,40.88334274291992,79.55000305175781,54.7504997253418
2019-02-12,41.23563766479492,81.90049743652344,56.06850051879883
2019-02-13,41.06431198120117,82.0,56.007999420166016
2019-02-14,41.213924407958984,81.13249969482422,56.083499908447266
2019-02-15,41.122230529785156,80.39749908447266,55.682498931884766
2019-02-19,41.24530029296875,81.37899780273438,55.928001403808594
2019-02-20,41.51072311401367,81.1050033569336,55.689998626708984
2019-02-21,41.27665328979492,80.97200012207031,54.8484992980957
2019-02-22,41.737545013427734,81.5780029296875,55.51850128173828
2019-02-25,42.04158020019531,81.6500015258789,55.470001220703125
2019-02-26,42.06570816040039,81.81999969482422,55.756500244140625
2019-02-27,42.196014404296875,82.05449676513672,55.8025016784668
2019-02-28,41.780975341796875,81.99150085449219,55.99599838256836
2019-03-01,42.22014617919922,83.58650207519531,57.04949951171875
2019-03-04,42.43247985839844,84.80850219726562,57.38999938964844
2019-03-05,42.355262756347656,84.62149810791016,58.10150146484375
2019-03-06,42.1115608215332,83.44750213623047,57.893001556396484
2019-03-07,41.62413787841797,81.29750061035156,57.165000915527344
2019-03-08,41.72307586669922,81.04000091552734,57.11600112915039
2019-03-11,43.1684455871582,83.53099822998047,58.78799819946289
2019-03-12,43.65345764160156,83.65499877929688,59.65999984741211
2019-03-13,43.84649658203125,84.54049682617188,59.66600036621094
2019-03-14,44.333919525146484,84.31099700927734,59.27750015258789
2019-03-15,44.910621643066406,85.61799621582031,59.222999572753906
2019-03-18,45.36909103393555,87.10749816894531,59.2130012512207
2019-03-19,45.009559631347656,88.09249877929688,59.942501068115234
2019-03-20,45.40288162231445,89.8635025024414,61.19850158691406
2019-03-21,47.07508087158203,90.96299743652344,61.57699966430664
2019-03-22,46.1002311706543,88.2385025024414,60.275001525878906
2019-03-25,45.5428352355957,88.71299743652344,59.650001525878906
2019-03-26,45.072296142578125,89.18800354003906,59.23099899291992
2019-03-27,45.47768020629883,88.28500366210938,58.6510009765625
2019-03-28,45.53800582885742,88.6709976196289,58.42449951171875
2019-03-29,45.834800720214844,89.0374984741211,58.66550064086914
2019-04-01,46.146080017089844,90.70950317382812,59.721500396728516
2019-04-02,46.816898345947266,90.6989974975586,60.02450180053711
2019-04-03,47.1378173828125,91.03500366210938,60.29600143432617
2019-04-04,47.219852447509766,90.94300079345703,60.75
2019-04-05,47.53596496582031,91.86399841308594,60.35749816894531
2019-04-08,48.284000396728516,92.49299621582031,60.19200134277344
2019-04-09,48.13921356201172,91.79199981689453,59.86249923706055
2019-04-10,48.409461975097656,92.36650085449219,60.108001708984375
2019-04-11,48.00649642944336,92.20349884033203,60.23099899291992
2019-04-12,47.9871940612793,92.15299987792969,60.89350128173828
2019-04-15,48.07405471801758,92.24349975585938,61.05500030517578
2019-04-16,48.07889175415039,93.1520004272461,61.35649871826172
2019-04-17,49.0151252746582,93.24099731445312,61.81700134277344
2019-04-18,49.19127655029297,93.08450317382812,61.81850051879883
2019-04-22,49.35293960571289,94.3655014038086,62.44200134277344
2019-04-23,50.06477737426758,96.1884994506836,63.227500915527344
2019-04-24,49.98756408691406,95.0875015258789,62.79999923706055
2019-04-25,49.53392791748047,95.11250305175781,63.17250061035156
2019-04-26,49.29744338989258,97.53150177001953,63.60900115966797
2019-04-29,49.372249603271484,96.92150115966797,64.37899780273438
2019-04-30,48.42153549194336,96.32599639892578,59.42399978637695
2019-05-01,50.79833984375,95.57599639892578,58.40399932861328
2019-05-02,50.467742919921875,95.04100036621094,58.13050079345703
2019-05-03,51.095123291015625,98.12300109863281,59.27000045776367
2019-05-06,50.30608367919922,97.52749633789062,59.46950149536133
2019-05-07,48.949974060058594,96.05000305175781,58.70500183105469
2019-05-08,48.959625244140625,95.88849639892578,58.313499450683594
2019-05-09,48.43360137939453,94.99349975585938,58.11899948120117
2019-05-10,47.76262664794922,94.4990005493164,58.2135009765625
2019-05-13,44.98668670654297,91.13400268554688,56.60150146484375
2019-05-14,45.6988410949707,92.00599670410156,56.02199935913086
2019-05-15,46.24627685546875,93.55750274658203,58.21049880981445
2019-05-16,46.04279708862305,95.37850189208984,58.94900131225586
2019-05-17,45.78118896484375,93.44999694824219,58.1150016784668
2019-05-20,44.349632263183594,92.94850158691406,56.942501068115234
2019-05-21,45.199851989746094,92.8759994506836,57.48149871826172
2019-05-22,44.27452850341797,92.98400115966797,57.57099914550781
2019-05-23,43.5187873840332,90.77400207519531,57.03850173950195
2019-05-24,43.35164260864258,91.16400146484375,56.673500061035156
2019-05-28,43.17239761352539,91.82150268554688,56.70750045776367
2019-05-29,42.96649932861328,90.95950317382812,55.823001861572266
2019-05-30,43.18935012817383,90.81600189208984,55.897499084472656
2019-05-31,42.40695571899414,88.75350189208984,55.18149948120117
2019-06-03,41.97821044921875,84.6344985961914,51.811500549316406
2019-06-04,43.51393508911133,86.47799682617188,52.65250015258789
2019-06-05,44.21639633178711,86.92500305175781,52.111000061035156
2019-06-06,44.865577697753906,87.71800231933594,52.21699905395508
2019-06-07,46.05975341796875,90.20149993896484,53.301998138427734
2019-06-10,46.64837646484375,93.03150177001953,54.01900100708008
2019-06-11,47.18854522705078,93.18499755859375,53.93600082397461
2019-06-12,47.03836441040039,92.76599884033203,53.85150146484375
2019-06-13,47.028663635253906,93.51499938964844,54.438499450683594
2019-06-14,46.687129974365234,93.4834976196289,54.26750183105469
2019-06-17,46.9656867980957,94.30149841308594,54.625
2019-06-18,48.07025909423828,95.06849670410156,55.18000030517578
2019-06-19,47.92976760864258,95.43949890136719,55.11650085449219
2019-06-20,48.314903259277344,95.90950012207031,55.57099914550781
2019-06-21,48.150184631347656,95.56500244140625,56.09400177001953
2019-06-24,48.101749420166016,95.69499969482422,55.7760009765625
2019-06-25,47.372642517089844,93.91349792480469,54.317501068115234
2019-06-26,48.39726638793945,94.8915023803711,53.9900016784668
2019-06-27,48.382728576660156,95.21399688720703,53.800498962402344
2019-06-28,47.94187545776367,94.68150329589844,54.045501708984375
2019-07-01,48.82115936279297,96.1094970703125,54.897499084472656
2019-07-02,49.10698699951172,96.71549987792969,55.5625
2019-07-03,49.51394271850586,96.94999694824219,56.07899856567383
2019-07-05,49.4703254699707,97.14550018310547,56.579498291015625
2019-07-08,48.450557708740234,97.61599731445312,55.817501068115234
2019-07-09,48.74607467651367,99.41500091552734,56.24150085449219
2019-07-10,49.22810745239258,100.87049865722656,57.02399826049805
2019-07-11,48.8696174621582,100.05349731445312,57.21049880981445
2019-07-12,49.24507522583008,100.55000305175781,57.244998931884766
2019-07-15,49.70772171020508,101.04949951171875,57.516998291015625
2019-07-16,49.535736083984375,100.49500274658203,57.67900085449219
2019-07-17,49.25717544555664,99.60150146484375,57.317501068115234
2019-07-18,49.81672668457031,98.8949966430664,57.31650161743164
2019-07-19,49.073089599609375,98.22599792480469,56.505001068115234
2019-07-22,50.194602966308594,99.28150177001953,56.903499603271484
2019-07-23,50.58700942993164,99.72450256347656,57.31050109863281
2019-07-24,50.54582214355469,100.04049682617188,56.890499114990234
2019-07-25,50.14616012573242,98.69100189208984,56.60599899291992
2019-07-26,50.32056427001953,97.15249633789062,62.52050018310547
2019-07-29,50.79048156738281,95.62249755859375,61.97050094604492
2019-07-30,50.572471618652344,94.92649841308594,61.25699996948242
2019-07-31,51.604373931884766,93.33899688720703,60.83399963378906
2019-08-01,50.487693786621094,92.76599884033203,60.45050048828125
2019-08-02,49.419464111328125,91.16200256347656,59.699501037597656
2019-08-05,46.83246612548828,88.25650024414062,57.61600112915039
2019-08-06,47.719017028808594,89.3915023803711,58.497501373291016
2019-08-07,48.21316909790039,89.66999816894531,58.699501037597656
2019-08-08,49.276546478271484,91.64450073242188,60.2400016784668
2019-08-09,48.87050247192383,90.37899780273438,59.4005012512207
2019-08-12,48.74648666381836,89.24600219726562,58.73550033569336
2019-08-13,50.81081771850586,91.21700286865234,59.86349868774414
2019-08-14,49.29843521118164,88.14800262451172,58.214500427246094
2019-08-15,49.05286407470703,88.80599975585938,58.362998962402344
2019-08-16,50.21024703979492,89.62850189208984,58.880001068115234
2019-08-19,51.146366119384766,90.80599975585938,59.92250061035156
2019-08-20,51.14879608154297,90.06900024414062,59.134498596191406
2019-08-21,51.703182220458984,91.177001953125,59.5625
2019-08-22,51.6594123840332,90.23300170898438,59.47650146484375
2019-08-23,49.271690368652344,87.48100280761719,57.56449890136719
2019-08-26,50.20781707763672,88.44349670410156,58.44449996948242
2019-08-27,49.64128494262695,88.09149932861328,58.391998291015625
2019-08-28,49.974388122558594,88.2125015258789,58.55099868774414
2019-08-29,50.8205451965332,89.31999969482422,59.64250183105469
2019-08-30,50.75490188598633,88.81449890136719,59.404998779296875
2019-09-03,50.01571273803711,89.49199676513672,58.419498443603516
2019-09-04,50.864315032958984,90.03099822998047,59.070499420166016
2019-09-05,51.85879135131836,92.03600311279297,60.569000244140625
2019-09-06,51.85393142700195,91.67549896240234,60.246498107910156
2019-09-09,52.075199127197266,91.56749725341797,60.22050094604492
2019-09-10,52.69036865234375,91.02749633789062,60.29999923706055
2019-09-11,54.365657806396484,91.14949798583984,61.00849914550781
2019-09-12,54.24407958984375,92.17749786376953,61.712501525878906
2019-09-13,53.18881607055664,91.96700286865234,61.97800064086914
2019-09-16,53.468441009521484,90.39199829101562,61.564998626708984
2019-09-17,53.66295623779297,91.12750244140625,61.45750045776367
2019-09-18,54.16627883911133,90.87300109863281,61.62049865722656
2019-09-19,53.72617721557617,91.07499694824219,61.93550109863281
2019-09-20,52.940799713134766,89.70800018310547,61.496498107910156
2019-09-23,53.18152618408203,89.26499938964844,61.701499938964844
2019-09-24,52.928646087646484,87.08049774169922,60.9379997253418
2019-09-25,53.743202209472656,88.41649627685547,62.32600021362305
2019-09-26,53.46600341796875,86.99199676513672,62.06949996948242
2019-09-27,53.20583724975586,86.27249908447266,61.25450134277344
2019-09-30,54.45805740356445,86.79550170898438,60.95000076293945
2019-10-01,54.60881042480469,86.78250122070312,60.255001068115234
2019-10-02,53.23988342285156,85.6614990234375,58.83150100708008
2019-10-03,53.692138671875,86.22100067138672,59.39149856567383
2019-10-04,55.19721984863281,86.98249816894531,60.45000076293945
2019-10-07,55.209388732910156,86.63300323486328,60.38399887084961
2019-10-08,54.56260299682617,85.27549743652344,59.45650100708008
2019-10-09,55.202091217041016,86.09950256347656,60.115501403808594
2019-10-10,55.94613265991211,86.01300048828125,60.43349838256836
2019-10-11,57.434200286865234,86.59600067138672,60.772499084472656
2019-10-14,57.351524353027344,86.82150268554688,60.856998443603516
2019-10-15,57.217796325683594,88.36900329589844,62.1505012512207
2019-10-16,56.98680877685547,88.87149810791016,62.18199920654297
2019-10-17,57.20806884765625,89.3740005493164,62.653499603271484
2019-10-18,57.482826232910156,87.87550354003906,62.27450180053711
2019-10-21,58.47972869873047,89.28299713134766,62.307498931884766
2019-10-22,58.346012115478516,88.2864990234375,62.13999938964844
2019-10-23,59.128944396972656,88.1084976196289,62.95650100708008
2019-10-24,59.226200103759766,89.03900146484375,63.04949951171875
2019-10-25,59.95566177368164,88.06649780273438,63.256500244140625
2019-10-28,60.55622863769531,88.85399627685547,64.5
2019-10-29,59.15569305419922,88.135498046875,63.13100051879883
2019-10-30,59.14839553833008,88.99949645996094,63.06449890136719
2019-10-31,60.48571014404297,88.83300018310547,63.00550079345703
2019-11-01,62.202354431152344,89.5719985961914,63.6870002746582
2019-11-04,62.61083984375,90.23300170898438,64.56849670410156
2019-11-05,62.5208740234375,90.08550262451172,64.60150146484375
2019-11-06,62.547611236572266,89.78849792480469,64.58999633789062
2019-11-07,63.269500732421875,89.41000366210938,65.44300079345703
2019-11-08,63.442665100097656,89.29399871826172,65.56849670410156
2019-11-11,63.945045471191406,88.5824966430664,64.95950317382812
2019-11-12,63.88650131225586,88.9000015258789,64.94000244140625
2019-11-13,64.49867248535156,87.65550231933594,64.9000015258789
2019-11-14,64.05233764648438,87.7300033569336,65.572998046875
2019-11-15,64.81324768066406,86.97450256347656,66.74349975585938
2019-11-18,65.14006042480469,87.62650299072266,66.03500366210938
2019-11-19,64.94248962402344,87.6395034790039,65.77300262451172
2019-11-20,64.18649291992188,87.27649688720703,65.15249633789062
2019-11-21,63.89871597290039,86.7354965209961,65.06749725341797
2019-11-22,63.84260940551758,87.28600311279297,64.76699829101562
2019-11-25,64.9620361328125,88.69200134277344,65.33450317382812
2019-11-26,64.45474243164062,89.84700012207031,65.67749786376953
2019-11-27,65.32051849365234,90.92549896240234,65.64949798583984
2019-11-29,65.17662811279297,90.04000091552734,65.24800109863281
2019-12-02,64.42304992675781,89.08000183105469,64.49600219726562
2019-12-03,63.27437210083008,88.49800109863281,64.76399993896484
2019-12-04,63.832847595214844,88.03450012207031,66.0270004272461
2019-12-05,64.76934814453125,87.02400207519531,66.40650177001953
2019-12-06,66.02044677734375,87.58000183105469,67.03099822998047
2019-12-09,65.09616088867188,87.47550201416016,67.1780014038086
2019-12-10,65.47660827636719,86.96050262451172,67.23300170898438
2019-12-11,66.03509521484375,87.43599700927734,67.2509994506836
2019-12-12,66.2033462524414,88.0165023803711,67.51349639892578
2019-12-13,67.10328674316406,88.0469970703125,67.3915023803711
2019-12-16,68.2519302368164,88.46050262451172,68.05850219726562
2019-12-17,68.3860855102539,89.53299713134766,67.75599670410156
2019-12-18,68.22267150878906,89.20149993896484,67.63099670410156
2019-12-19,68.29096221923828,89.61399841308594,67.802001953125
2019-12-20,68.14952850341797,89.32499694824219,67.47949981689453
2019-12-23,69.26160430908203,89.6500015258789,67.44200134277344
2019-12-24,69.32744598388672,89.46050262451172,67.1780014038086
2019-12-26,70.70293426513672,93.4384994506836,68.0199966430664
2019-12-27,70.67609405517578,93.48999786376953,67.59449768066406
2019-12-30,71.09555053710938,92.34449768066406,66.80699920654297
2019-12-31,71.61503601074219,92.39199829101562,66.85099792480469
